AA_CATEGORY,AA_URI,AA_URL,class,A_RowId,LEMMATIZEDSENTENCE,RAWSENTENCE
EE | Electrical and Computer Engineering,|sustainable-la-grand-challenge-grants-awarded-to-faculty,http:||www.ee.ucla.edu|sustainable-la-grand-challenge-grants-awarded-to-faculty|,,Some(EE | Electrical and Computer Engineering)NoneSome(|sustainable-la-grand-challenge-grants-awarded-to-faculty)NoneSome(http:||www.ee.ucla.edu|sustainable-la-grand-challenge-grants-awarded-to-faculty|)None,Project team use terahertz technology monitor noninvasive way water content be change plant.,In this project- the team use terahertz technology to monitor in a noninvasive way how water content is changing in plants.
EE | Electrical and Computer Engineering,|ucla-idea-hacks-2017-2,http:||www.ee.ucla.edu|ucla-idea-hacks-2017-2|,,Some(EE | Electrical and Computer Engineering)NoneSome(|ucla-idea-hacks-2017-2)NoneSome(http:||www.ee.ucla.edu|ucla-idea-hacks-2017-2|)None,Design be Frisbee change color rotate device speed slow tempo music runner workout base heart rate camera track movement soccer ball match.,Among the designs were a Frisbee that changed colors as it rotated- a device that sped up or slowed the tempo of music for a runner during a workout based on heart rate- and a camera that tracked the movement of a soccer ball during a match.
EE | Electrical and Computer Engineering,|welcome,http:||www.ee.ucla.edu|welcome|,,Some(EE | Electrical and Computer Engineering)NoneSome(|welcome)NoneSome(http:||www.ee.ucla.edu|welcome|)None,Snapshot activity past academic year please take look annual Report.,For a snapshot of our activities in the past academic year- please take a look at our Annual Report.
Department of Ecology and Evolutionary Biology | UCLA  --,|.,http:||www.eeb.ucla.edu|.|,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(|.)NoneSome(http:||www.eeb.ucla.edu|.|)None,Several year Albert Feng University Illinois discover chinese frog have unusual ear morphology-it have ear canal much mammal other species amphibian other.,Several years ago Dr. Albert Feng from the University of Illinois and I discovered a Chinese frog that has an unusual ear morphology-it has an ear canal- much like mammals- unlike any of the other 6-000 species of amphibians- except one other.
Department of Ecology and Evolutionary Biology | UCLA  --,|.,http:||www.eeb.ucla.edu|.|giving.php,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(|.)NoneSome(http:||www.eeb.ucla.edu|.|giving.php)None,Field Biology quarter fund fund allow field biology quarter be accessible broader range student subsidize student cost reduce overall cost trip.,Field Biology Quarter Fund: This fund allows the field biology quarter to be accessible to a broader range of students by subsidizing the student costs and reducing the overall cost of trips.
Department of Ecology and Evolutionary Biology | UCLA  --,|.,http:||www.eeb.ucla.edu|.|giving|,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(|.)NoneSome(http:||www.eeb.ucla.edu|.|giving|)None,Please click Donate now button make donation program.,Please click on the Donate Now button to make a donation to one of these programs.
Department of Ecology and Evolutionary Biology | UCLA  --,|.,http:||www.eeb.ucla.edu|.|giving|..|alumni2.php,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(|.)NoneSome(http:||www.eeb.ucla.edu|.|giving|..|alumni2.php)None,Xml Department Ecology Evolutionary Biology UCLA UCLA Department Ecology Evolutionary Biology Giving.,Xml|[SPIDERTAG_URLREPOSITORY_CLOSE]|Department of Ecology and Evolutionary Biology- UCLA --UCLA Department of Ecology and Evolutionary Biology -- Giving.
Department of Ecology and Evolutionary Biology | UCLA  --,|.,http:||www.eeb.ucla.edu|.|graduate.php,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(|.)NoneSome(http:||www.eeb.ucla.edu|.|graduate.php)None,Xml Department Ecology Evolutionary Biology UCLA.,Xml|[SPIDERTAG_URLREPOSITORY_CLOSE]|Department of Ecology and Evolutionary Biology- UCLA --.
Department of Ecology and Evolutionary Biology | UCLA  --,|.,http:||www.eeb.ucla.edu|.|news.php,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(|.)NoneSome(http:||www.eeb.ucla.edu|.|news.php)None,Year hhmi only name new HHMI Professors nationwide.,This year HHMI only named 14 new HHMI Professors nationwide.
Department of Ecology and Evolutionary Biology | UCLA  --,|.,http:||www.eeb.ucla.edu|.|resources.php,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(|.)NoneSome(http:||www.eeb.ucla.edu|.|resources.php)None,Center Tropical Research Institute environment goal Center Tropical Research be understand biotic process underlie maintain diversity life worldwide especially tropics.,Center for Tropical Research- Institute of the Environment The goal of the Center for Tropical Research is to understand the biotic processes that underlie and maintain the diversity of life worldwide- especially of the tropics.
Department of Ecology and Evolutionary Biology | UCLA  --,|.,http:||www.eeb.ucla.edu|.|seminars.php,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(|.)NoneSome(http:||www.eeb.ucla.edu|.|seminars.php)None,Altogether work highlight importance integrate microfluidic engineering biophysical modeling approach microbial ecology mimic complex landscape microbe face field condition uncover process be essential biogeochemical cycle ocean.,Altogether- this work highlights the importance of integrating microfluidic- engineering- and biophysical modeling approaches into microbial ecology to mimic the complex landscapes that microbes face under field conditions- and to uncover processes that are essential for the biogeochemical cycles in the ocean.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php)None,Professor Patricia Gowaty feature UCLA Newsroom.,2012-06-26 Professor Patricia Gowaty Featured In The UCLA Newsroom.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=107,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=107)None,Professor Peggy Fong win William Niering outstanding Educator award.,2015-08-10 Professor Peggy Fong Wins William A. Niering Outstanding Educator Award.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=234,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=234)None,Dept EEB Graduate student Neil Losin Marissa Tellez Well Post Doc Brenda Larison feature UCLA Today.,2012-06-29 Dept Of EEB Graduate Students- Neil Losin And Marissa Tellez- As Well As Post Doc- Brenda Larison Featured On UCLA Today.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=270,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=270)None,Prof Lawren Sack Prof Richard Zimmer Research Highlighted New Scientist.,2011-02-08 Prof Lawren Sack'2011-01-28 Prof Richard Zimmer's Research Highlighted In New Scientist.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=297,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=297)None,EEB Graduate Student Kenneth Leaf Vein Research Prof Lawren Sack Doctoral Student Christine Scoffoni feature LA Times.,2012-05-31 EEB Graduate Student Kenneth J. 2012-05-30 Leaf Vein Research By Prof Lawren Sack And Doctoral Student- Christine Scoffoni Featured In LA Times.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=309,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=309)None,Professor Tom Smith ioe Professor Emeritus Ken Nagy Honored special session year Professor Paul Barber receive Million Grant assist conserve Coral Triangle.,2013-03-14 Professor Tom Smith And The Ioes'2013-01-23 Professor Emeritus Ken Nagy Honored At Special Session At This Year'2013-01-18 Professor Paul Barber Receives $5 Million Grant To Assist In Conserving Coral Triangle.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=316,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=316)None,Palos Verdes Peninsula Land Conservancy have Featured Research Coastal Sage Scrub Erin Riordan Rasoul Sharifi Phil Rundel E-news Press Release.,2014-03-03 The Palos Verdes Peninsula Land Conservancy Has Featured Research On Coastal Sage Scrub By Erin Riordan- Rasoul Sharifi And Phil Rundel In An E-news Press Release.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=329,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=329)None,Professor Glen Macdonald head White Mountain Research Center.,2016-03-07 Professor Glen Macdonald To Head White Mountain Research Center.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=343,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=343)None,Professor Robert Wayne award President Research Catalyst award.,2015-12-08 Professor Robert Wayne Awarded A 2016 President's Research Catalyst Award.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=370,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=370)None,Palos Verdes Peninsula Land Conservancy have Featured Research Coastal Sage Scrub Erin Riordan Rasoul Sharifi Phil Rundel E-news Press Release.,2014-03-03 The Palos Verdes Peninsula Land Conservancy Has Featured Research On Coastal Sage Scrub By Erin Riordan- Rasoul Sharifi And Phil Rundel In An E-news Press Release.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=376,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=376)None,Graduate student Julia Barske Professor Barney Schlinger Professor Dan Blumstein Conservationist Charles Saylan book be feature UCLA Website.,2011-06-02 Graduate Student Julia Barske And Professor Barney Schlinger'2011-05-16 Professor Dan Blumstein And Conservationist Charles Saylan's Book Is Featured On UCLA Website.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=440,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=440)None,Announce recipient nsf predoc.,2015-03-31 Announcing The Recipients Of NSF Predocs.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=481,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=481)None,Professor Dan Blumstein publish book failure Environmental Education fix.,2011-05-09 Professor Dan Blumstein Publishes A Book: the Failure Of Environmental Education (and How We Can Fix It).
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=502,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=502)None,Department Ecology Evolutionary Biology UCLA.,Edu SPIDERTAGHOSTCLOSE]| |[SPIDERTAG_URI_OPEN]| |[SPIDERTAG_URI_CLOSE]| |[SPIDERTAG_CATEGORY]| Department of Ecology and Evolutionary Biology- UCLA --|[SPIDERTAG_CATEGORY_CLOSE]| |[SPIDERTAG_TBID_OPEN]|660606302|[SPIDERTAG_TBID_CLOSE]||[SPIDERTAG_WEBSITE_OPEN]|COLLEGE_PROGRAMS|[SPIDERTAG_WEBSITE_CLOSE]||[SPIDERTAG_URLREPOSITORY_OPEN]|college_degree_us1.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=505,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=505)None,New Journal Conservation Physiology launch Inaugural Article co-authored Lawren Sack Journal Professor Tom Smith ioe center tropical research feature Los Angeles Times.,2013-04-01 New Journal Conservation Physiology Launches With Inaugural Article Co-authored By Prof. Lawren Sack- The Journal'2013-03-21 Professor Tom Smith And The Ioes' Center For Tropical Research Featured In The Los Angeles Times.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=514,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=514)None,Prof Robert Wayne Grad Student Bridgett Vonholdt feature Journal Science.,2009-02-05 Prof Robert Wayne And Grad Student Bridgett Vonholdt Featured In The Journal Science.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|news.php?id=627,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|news.php?id=627)None,Former Undergraduate Taylor Cook Prof Daniel Blumstein work feature week.,2013-10-18 Former Undergraduate Taylor Cook And Prof Daniel Blumstein's Work Featured In The Week.
Department of Ecology and Evolutionary Biology | UCLA  --,BLANK,http:||www.eeb.ucla.edu|relatedevents.php?id=1058,,Some(Department of Ecology and Evolutionary Biology | UCLA  --)NoneSome(BLANK)NoneSome(http:||www.eeb.ucla.edu|relatedevents.php?id=1058)None,Researchers argue epigenetic change have potential influence health behavior individual offspring future generation.,Researchers argue that epigenetic changes have the potential to influence the health and behavior of individuals- their offspring- and future generations.
sala.ubc.ca |,||academics|undergraduate-degrees|bachelor-environmental-design,http:||www.ends.ubc.ca||academics|undergraduate-degrees|bachelor-environmental-design,,Some(sala.ubc.ca |)NoneSome(||academics|undergraduate-degrees|bachelor-environmental-design)NoneSome(http:||www.ends.ubc.ca||academics|undergraduate-degrees|bachelor-environmental-design)None,Pursue degree here.,Why pursue both degrees here.
sala.ubc.ca |,||admissions|fees-and-financial-assistance,http:||www.ends.ubc.ca||admissions|fees-and-financial-assistance,,Some(sala.ubc.ca |)NoneSome(||admissions|fees-and-financial-assistance)NoneSome(http:||www.ends.ubc.ca||admissions|fees-and-financial-assistance)None,Wednesday year SALA welcome Fionn Stevenson Reiko Nishio visit scholar.,Wednesday-This year- SALA welcomes Fionn Stevenson and Reiko Nishio as visiting scholars.
